Mendeley key;Citation;Solvant;Material;Material class;Ceramic class;Constant temperature;Cooling rate;Interface velocity;Wall thickness;Pore width;Wavelength;failure mode;Defects;permeance;Granulo poudre;Solid Loading;Loading (wt%);Additives;Porosity;Relative density;Strength (MPa);Flexural strength;Sample height;Sample diameter;Sample diameter;Sample ratio;Sample shape;Sample volume;Strain rate;Youngs Modulus (MPa);Normalized Young Modulus;green body ?;Compressive strength dense material;Flexural strength dense material;Normalized strength (compression);Normalized strength (flexion);E_dense;Honeycomb_Ashby;Normalized_strength_Elastic_modulus
Soon2009;Soon, Y.-M., Shin, K.-H., Koh, Y.-H., Lee, J.-H., & Kim, H.-E. (2009). Compressive strength and processing of camphene-based freeze cast calcium phosphate scaffolds with aligned pores. Materials Letters, 63(17), 1548–1550. doi:10.1016/j.matlet.2009.04.013;camphene;HAP;cera;oxide;32;;;;;;?;no;no;;20;;;65;0,35;6,2;;;;;;;;;;;0;140;110;0,0563636363636364;;120;30,87;0,0516666666666667
Rahaman2008;Rahaman, M. N., & Fu, Q. (2008). Manipulation of Porous Bioceramic Microstructures by Freezing of Suspensions Containing Binary Mixtures of Solvents. Journal of the American Ceramic Society, 91(12), 4137–4140. doi:10.1111/j.1551-2916.2008.02795.x;water;HAP;cera;oxide;-20;;;;;;;no;;0,5;10;;;70;0,3;;;;;;;;;;;;0;140;110;;;120;;
Rahaman2008;Rahaman, M. N., & Fu, Q. (2008). Manipulation of Porous Bioceramic Microstructures by Freezing of Suspensions Containing Binary Mixtures of Solvents. Journal of the American Ceramic Society, 91(12), 4137–4140. doi:10.1111/j.1551-2916.2008.02795.x;water/dioxane;HAP;cera;oxide;-20;;;;;;;no;;0,5;10;;;45;0,55;;;;;;;;;;;;0;140;110;;;120;;
Rahaman2008;Rahaman, M. N., & Fu, Q. (2008). Manipulation of Porous Bioceramic Microstructures by Freezing of Suspensions Containing Binary Mixtures of Solvents. Journal of the American Ceramic Society, 91(12), 4137–4140. doi:10.1111/j.1551-2916.2008.02795.x;water/dioxane;HAP;cera;oxide;-20;;;;;;;no;;0,5;10;;;68;0,32;;;;;;;;;;;;0;140;110;;;120;;
Rahaman2008;Rahaman, M. N., & Fu, Q. (2008). Manipulation of Porous Bioceramic Microstructures by Freezing of Suspensions Containing Binary Mixtures of Solvents. Journal of the American Ceramic Society, 91(12), 4137–4140. doi:10.1111/j.1551-2916.2008.02795.x;water/dioxane;HAP;cera;oxide;-20;;;;;;;no;;0,5;10;;;65;0,35;;;;;;;;;;;;0;140;110;;;120;;
Rahaman2008;Rahaman, M. N., & Fu, Q. (2008). Manipulation of Porous Bioceramic Microstructures by Freezing of Suspensions Containing Binary Mixtures of Solvents. Journal of the American Ceramic Society, 91(12), 4137–4140. doi:10.1111/j.1551-2916.2008.02795.x;water/dioxane;HAP;cera;oxide;-20;;;;;;;no;;0,5;10;;;63;0,37;;;;;;;;;;;;0;140;110;;;120;;
Rahaman2008;Rahaman, M. N., & Fu, Q. (2008). Manipulation of Porous Bioceramic Microstructures by Freezing of Suspensions Containing Binary Mixtures of Solvents. Journal of the American Ceramic Society, 91(12), 4137–4140. doi:10.1111/j.1551-2916.2008.02795.x;water/glycerol;HAP;cera;oxide;-20;;;;;;;no;;0,5;10;;;68;0,32;;;;;;;;;;;;0;140;110;;;120;;
Rahaman2008;Rahaman, M. N., & Fu, Q. (2008). Manipulation of Porous Bioceramic Microstructures by Freezing of Suspensions Containing Binary Mixtures of Solvents. Journal of the American Ceramic Society, 91(12), 4137–4140. doi:10.1111/j.1551-2916.2008.02795.x;water/glycerol;HAP;cera;oxide;-20;;;;;;;no;;0,5;10;;;67;0,33;;;;;;;;;;;;0;140;110;;;120;;
Moon2003;Moon, J.-W., Hwang, H.-J., Awano, M., & Maeda, K. (2003). Preparation of NiO/YSZ tubular support with radially aligned pore channels. Materials Letters, 57(8), 1428–1434. doi:10.1016/S0167-577X(02)01002-9;water;NiO-YSZ;cermet;;-30;;;;;;;no;;;30;;;73,053;0,26947;;;;;;;;;;;;1;;;;;;;
Moon2003;Moon, J.-W., Hwang, H.-J., Awano, M., & Maeda, K. (2003). Preparation of NiO/YSZ tubular support with radially aligned pore channels. Materials Letters, 57(8), 1428–1434. doi:10.1016/S0167-577X(02)01002-9;water;NiO-YSZ;cermet;;-30;;;;;;;no;;;40;;;64,805;0,35195;;;;;;;;;;;;1;;;;;;;
Moon2003;Moon, J.-W., Hwang, H.-J., Awano, M., & Maeda, K. (2003). Preparation of NiO/YSZ tubular support with radially aligned pore channels. Materials Letters, 57(8), 1428–1434. doi:10.1016/S0167-577X(02)01002-9;water;NiO-YSZ;cermet;;-30;;;;;;;no;;;50;;;56,374;0,43626;;;;;;;;;;;;1;;;;;;;
Moon2003;Moon, J.-W., Hwang, H.-J., Awano, M., & Maeda, K. (2003). Preparation of NiO/YSZ tubular support with radially aligned pore channels. Materials Letters, 57(8), 1428–1434. doi:10.1016/S0167-577X(02)01002-9;water;NiO-YSZ;cermet;;-30;;;;;;;no;;;30;;;58,074;0,41926;;;;;;;;;;;;0;;;;;;;
Moon2003;Moon, J.-W., Hwang, H.-J., Awano, M., & Maeda, K. (2003). Preparation of NiO/YSZ tubular support with radially aligned pore channels. Materials Letters, 57(8), 1428–1434. doi:10.1016/S0167-577X(02)01002-9;water;NiO-YSZ;cermet;;-30;;;;;;;no;;;40;;;47,294;0,52706;;;;;;;;;;;;0;;;;;;;
Moon2003;Moon, J.-W., Hwang, H.-J., Awano, M., & Maeda, K. (2003). Preparation of NiO/YSZ tubular support with radially aligned pore channels. Materials Letters, 57(8), 1428–1434. doi:10.1016/S0167-577X(02)01002-9;water;NiO-YSZ;cermet;;-30;;;;;;;no;;;50;;;35,314;0,64686;;;;;;;;;;;;0;;;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass;glass;oxide;;;;;;;;no;;2;20;;;68,930;0,311;;;;;;;;;;;;0;500;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass;glass;oxide;;;;;;;;no;;2;30;;;56,822;0,43178;;;;;;;;;;;;0;500;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass;glass;oxide;;;;;;;;no;;2;40;;;42,840;0,572;;;;;;;;;;;;0;500;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass;glass;oxide;;;;;;;;no;;2;50;;;28,794;0,71206;;;;;;;;;;;;0;500;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass;glass;oxide;;;;;;;;no;;2;60;;;15,314;0,84686;;;;;;;;;;;;0;500;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass/HAP;cera;oxide;;;;;;;;no;;2;20;;;64,897;0,35103;;;;;;;;;;;;0;140;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass/HAP;cera;oxide;;;;;;;;no;;2;30;;;52,187;0,47813;;;;;;;;;;;;0;140;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass/HAP;cera;oxide;;;;;;;;no;;2;40;;;38,989;0,61011;;;;;;;;;;;;0;140;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass/HAP;cera;oxide;;;;;;;;no;;2;50;;;24,950;0,751;;;;;;;;;;;;0;140;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;bioglass/HAP;cera;oxide;;;;;;;;no;;2;60;;;11,911;0,88089;;;;;;;;;;;;0;140;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;HA/TCP;cera;oxide;;;;;;;;no;;3;20;;;62,901;0,37099;;;;;;;;;;;;0;140;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;HA/TCP;cera;oxide;;;;;;;;no;;3;30;;;49,771;0,50229;;;;;;;;;;;;0;140;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;HA/TCP;cera;oxide;;;;;;;;no;;3;40;;;34,790;0,652;;;;;;;;;;;;0;140;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;HA/TCP;cera;oxide;;;;;;;;no;;3;50;;;22,907;0,77093;;;;;;;;;;;;0;140;100;;;;;
Mallick2009;Mallick, K. K. (2009). Freeze Casting of Porous Bioactive Glass and Bioceramics. Journal of the American Ceramic Society, 92, S85–S94. doi:10.1111/j.1551-2916.2008.02784.x;camphene;HA/TCP;cera;oxide;;;;;;;;no;;3;60;;;10,034;0,89966;;;;;;;;;;;;0;140;100;;;;;
Macchetta2009;Macchetta, A., Turner, I. G., & Bowen, C. R. (2009). Fabrication of HA/TCP scaffolds with a graded and porous structure using a camphene-based freeze-casting method. Acta Biomaterialia, 5(4), 1319–27. doi:10.1016/j.actbio.2008.11.009;camphene;HA/TCP;cera;oxide;23;;;;35;;?;no;no;3;10;;;72,2;0,278;2,3;;15;;10;1,5;cylinder;1,17809724509617;10;;;0;140;100;0,023;;120;15,46916544;0,0191666666666667
Macchetta2009;Macchetta, A., Turner, I. G., & Bowen, C. R. (2009). Fabrication of HA/TCP scaffolds with a graded and porous structure using a camphene-based freeze-casting method. Acta Biomaterialia, 5(4), 1319–27. doi:10.1016/j.actbio.2008.11.009;camphene;HA/TCP;cera;oxide;23;;;;25;;?;no;no;3;20;;;45,6;0,544;13,2;;15;;10;1,5;cylinder;1,17809724509617;10;;;0;140;100;0,132;;120;115,91221248;0,11
Macchetta2009;Macchetta, A., Turner, I. G., & Bowen, C. R. (2009). Fabrication of HA/TCP scaffolds with a graded and porous structure using a camphene-based freeze-casting method. Acta Biomaterialia, 5(4), 1319–27. doi:10.1016/j.actbio.2008.11.009;camphene;HA/TCP;cera;oxide;23;;;;21;;?;no;no;3;30;;;31,3;0,687;36,3;;15;;10;1,5;cylinder;1,17809724509617;10;;;0;140;100;0,363;;120;233,45474616;0,3025
Liu2010a;Liu, G., Zhang, D., Meggs, C., & Button, T. W. (2010). Porous Al2O3–ZrO2 composites fabricated by an ice template method. Scripta Materialia, 62(7), 466–468. doi:10.1016/j.scriptamat.2009.12.018;water;alumina/zirconia;cera;oxide;-196;;110;;14;;?;?;no;0,7;;40;;74;0,26;15;;4;5;5;0,8;block;;;;;0;2800;600;0,025;;254;26,785824;0,0590551181102362
Liu2010a;Liu, G., Zhang, D., Meggs, C., & Button, T. W. (2010). Porous Al2O3–ZrO2 composites fabricated by an ice template method. Scripta Materialia, 62(7), 466–468. doi:10.1016/j.scriptamat.2009.12.018;water;alumina/zirconia;cera;oxide;-196;;110;;14;;?;?;no;0,7;;50;;67;0,33;26;;4;5;5;0,8;block;;;;;0;2800;600;0,0433333333333333;;254;54,767988;0,102362204724409
Liu2010a;Liu, G., Zhang, D., Meggs, C., & Button, T. W. (2010). Porous Al2O3–ZrO2 composites fabricated by an ice template method. Scripta Materialia, 62(7), 466–468. doi:10.1016/j.scriptamat.2009.12.018;water;alumina/zirconia;cera;oxide;-196;;110;;12;;?;?;no;0,7;;60;;50;0,5;50;;4;5;5;0,8;block;;;;;0;2800;600;0,0833333333333333;;254;190,5;0,196850393700787
Liu2010a;Liu, G., Zhang, D., Meggs, C., & Button, T. W. (2010). Porous Al2O3–ZrO2 composites fabricated by an ice template method. Scripta Materialia, 62(7), 466–468. doi:10.1016/j.scriptamat.2009.12.018;water;alumina/zirconia;cera;oxide;-196;;110;;10;;?;?;no;0,7;;70;;35;0,65;81;;4;5;5;0,8;block;;;;;0;2800;600;0,135;;254;418,5285;0,318897637795276
Liu2010a;Liu, G., Zhang, D., Meggs, C., & Button, T. W. (2010). Porous Al2O3–ZrO2 composites fabricated by an ice template method. Scripta Materialia, 62(7), 466–468. doi:10.1016/j.scriptamat.2009.12.018;water;alumina/zirconia;cera;oxide;-196;;110;;;;?;?;no;0,7;;80;;19;0,81;163;;4;5;5;0,8;block;;;;;0;2800;600;0,271666666666667;;254;809,916084;0,641732283464567
Lee2007;Lee, E.-J., Koh, Y.-H., Yoon, B.-H., Kim, H.-E., & Kim, H.-W. (2007). Highly porous hydroxyapatite bioceramics with interconnected pore channels using camphene-based freeze casting. Materials Letters, 61(11-12), 2270–2273. doi:10.1016/j.matlet.2006.08.065;camphene;HAP;cera;oxide;20;;;;;;;no;;;10;;;75;0,25;;;15;;10;1,5;cylinder;1,17809724509617;10;;;0;140;110;;;120;;
Lee2007;Lee, E.-J., Koh, Y.-H., Yoon, B.-H., Kim, H.-E., & Kim, H.-W. (2007). Highly porous hydroxyapatite bioceramics with interconnected pore channels using camphene-based freeze casting. Materials Letters, 61(11-12), 2270–2273. doi:10.1016/j.matlet.2006.08.065;camphene;HAP;cera;oxide;20;;;;;;;no;;;15;;;66;0,34;;;15;;10;1,5;cylinder;1,17809724509617;10;;;0;140;110;;;120;;
Lee2007;Lee, E.-J., Koh, Y.-H., Yoon, B.-H., Kim, H.-E., & Kim, H.-W. (2007). Highly porous hydroxyapatite bioceramics with interconnected pore channels using camphene-based freeze casting. Materials Letters, 61(11-12), 2270–2273. doi:10.1016/j.matlet.2006.08.065;camphene;HAP;cera;oxide;20;;;;;;;no;;;20;;;56,2;0,438;;;15;;10;1,5;cylinder;1,17809724509617;10;;;0;140;110;;;120;;
Lee2008;Lee, S.-H., Jun, S.-H., Kim, H.-E., & Koh, Y.-H. (2008). Piezoelectric Properties of PZT-Based Ceramic with Highly Aligned Pores. Journal of the American Ceramic Society, 91(6), 1912–1915. doi:10.1111/j.1551-2916.2008.02359.x;camphene;PZT;cera;oxide;20;;;;;;;no;;;5;;;90;0,1;;;;;;;;;;;;0;500;80;;;;;
Lee2007a;Lee, S.-H., Jun, S.-H., Kim, H.-E., & Koh, Y.-H. (2007). Fabrication of Porous PZT-PZN Piezoelectric Ceramics With High Hydrostatic Figure of Merits Using Camphene-Based Freeze Casting. Journal of the American Ceramic Society, 90(9), 2807–2813. doi:10.1111/j.1551-2916.2007.01834.x;camphene;PZT;cera;oxide;18;;;;;;;no;;;25;;;50,293;0,49707;;;;;;;;;;;;0;500;80;;;;;
Lee2007a;Lee, S.-H., Jun, S.-H., Kim, H.-E., & Koh, Y.-H. (2007). Fabrication of Porous PZT-PZN Piezoelectric Ceramics With High Hydrostatic Figure of Merits Using Camphene-Based Freeze Casting. Journal of the American Ceramic Society, 90(9), 2807–2813. doi:10.1111/j.1551-2916.2007.01834.x;camphene;PZT;cera;oxide;18;;;;;;;no;;;20;;;61,387;0,38613;;;;;;;;;;;;0;500;80;;;;;
Lee2007a;Lee, S.-H., Jun, S.-H., Kim, H.-E., & Koh, Y.-H. (2007). Fabrication of Porous PZT-PZN Piezoelectric Ceramics With High Hydrostatic Figure of Merits Using Camphene-Based Freeze Casting. Journal of the American Ceramic Society, 90(9), 2807–2813. doi:10.1111/j.1551-2916.2007.01834.x;camphene;PZT;cera;oxide;18;;;;;;;no;;;15;;;71,431;0,28569;;;;;;;;;;;;0;500;80;;;;;
Lee2007a;Lee, S.-H., Jun, S.-H., Kim, H.-E., & Koh, Y.-H. (2007). Fabrication of Porous PZT-PZN Piezoelectric Ceramics With High Hydrostatic Figure of Merits Using Camphene-Based Freeze Casting. Journal of the American Ceramic Society, 90(9), 2807–2813. doi:10.1111/j.1551-2916.2007.01834.x;camphene;PZT;cera;oxide;18;;;;;;;no;;;10;;;82,259;0,17741;;;;;;;;;;;;0;500;80;;;;;
Koh2007;Koh, Y.-H., Sun, J.-J., & Kim, H.-E. (2007). Freeze casting of porous Ni–YSZ cermets. Materials Letters, 61(6), 1283–1287. doi:10.1016/j.matlet.2006.07.009;camphene;NiO-YSZ;cera;;20;;;;;;;no;;;20;;;56;0,44;;;;;;;;;;;;0;;;;;;;
Ji2010;Ji, H. Bin, Kim, W. Y., Yang, T., Yoon, S. Y., Kim, B. K., & Park, H. C. (2010). Freeze casting of aqueous coal fly ash/alumina slurries for preparation of porous ceramics. Journal of Physics and Chemistry of Solids, 71(4), 503–506. doi:10.1016/j.jpcs.2009.12.022;water;mullite;cera;oxide;-196;;;;;;?;no;no;;;10;;66,9;0,331;26,7;;;;;;;;14;;;0;1300;320;0,0834375;;150;32,6382219;0,178
Ji2010;Ji, H. Bin, Kim, W. Y., Yang, T., Yoon, S. Y., Kim, B. K., & Park, H. C. (2010). Freeze casting of aqueous coal fly ash/alumina slurries for preparation of porous ceramics. Journal of Physics and Chemistry of Solids, 71(4), 503–506. doi:10.1016/j.jpcs.2009.12.022;water;mullite;cera;oxide;-196;;;;;;?;no;no;;;10;;64,7;0,353;28,1;;;;;;;;1;;;0;1300;320;0,0878125;;150;39,5882793;0,187333333333333
Ji2010;Ji, H. Bin, Kim, W. Y., Yang, T., Yoon, S. Y., Kim, B. K., & Park, H. C. (2010). Freeze casting of aqueous coal fly ash/alumina slurries for preparation of porous ceramics. Journal of Physics and Chemistry of Solids, 71(4), 503–506. doi:10.1016/j.jpcs.2009.12.022;water;mullite;cera;oxide;-196;;;;;;?;no;no;;;10;;54,8;0,452;36,3;;;;;;;;1;;;0;1300;320;0,1134375;;150;83,1108672;0,242
Hong2010a;Hong, C., Zhang, X., Han, J., Du, J., & Zhang, W. (2010). Camphene-based freeze-cast ZrO2 foam with high compressive strength. Materials Chemistry and Physics, 119(3), 359–362. doi:10.1016/j.matchemphys.2009.10.031;camphene;zirconia;cera;oxide;15;;;;20;;?;no;no;0,8;10;;;81,9;0,181;19,4;;10;;8;1,25;cylinder;0,502654824574367;0,05;;;0;3000;800;0,02425;;220;7,82725811999999;0,0881818181818182
Hong2010a;Hong, C., Zhang, X., Han, J., Du, J., & Zhang, W. (2010). Camphene-based freeze-cast ZrO2 foam with high compressive strength. Materials Chemistry and Physics, 119(3), 359–362. doi:10.1016/j.matchemphys.2009.10.031;camphene;zirconia;cera;oxide;15;;;;15;;?;no;no;0,8;15;;;72,9;0,271;33,1;;10;;8;1,25;cylinder;0,502654824574367;0,05;;;0;3000;800;0,041375;;220;26,27131452;0,150454545454545
Hong2010a;Hong, C., Zhang, X., Han, J., Du, J., & Zhang, W. (2010). Camphene-based freeze-cast ZrO2 foam with high compressive strength. Materials Chemistry and Physics, 119(3), 359–362. doi:10.1016/j.matchemphys.2009.10.031;camphene;zirconia;cera;oxide;15;;;;10;;?;no;no;0,8;20;;;66;0,34;57,9;;10;;8;1,25;cylinder;0,502654824574367;0,05;;;0;3000;800;0,072375;;220;51,88128;0,263181818181818
Hong2009;Hong, C., Zhang, X., Han, J., Du, J., & Han, W. (2009). Ultra-high-porosity zirconia ceramics fabricated by novel room-temperature freeze-casting. Scripta Materialia, 60(7), 563–566. doi:10.1016/j.scriptamat.2008.12.011;camphene;zirconia;cera;oxide;5;;;;50;;?;no;no;0,4;10;;;82;0,18;41,4;;25;;12;2,08333333333333;cylinder;2,82743338823081;;;;0;3000;800;0,05175;;220;7,69824;0,188181818181818
Hong2009;Hong, C., Zhang, X., Han, J., Du, J., & Han, W. (2009). Ultra-high-porosity zirconia ceramics fabricated by novel room-temperature freeze-casting. Scripta Materialia, 60(7), 563–566. doi:10.1016/j.scriptamat.2008.12.011;camphene;zirconia;cera;oxide;5;;;;35;;?;no;no;0,4;15;;;75;0,25;55,4;;25;;12;2,08333333333333;cylinder;2,82743338823081;;;;0;3000;800;0,06925;;220;20,625;0,251818181818182
Hong2009;Hong, C., Zhang, X., Han, J., Du, J., & Han, W. (2009). Ultra-high-porosity zirconia ceramics fabricated by novel room-temperature freeze-casting. Scripta Materialia, 60(7), 563–566. doi:10.1016/j.scriptamat.2008.12.011;camphene;zirconia;cera;oxide;5;;;;20;;?;no;no;0,4;20;;;67;0,33;62,8;;25;;12;2,08333333333333;cylinder;2,82743338823081;;;;0;3000;800;0,0785;;220;47,43684;0,285454545454545
Han2010a;Han, J., Hong, C., Zhang, X., Du, J., & Zhang, W. (2010). Highly porous ZrO2 ceramics fabricated by a camphene-based freeze-casting route: Microstructure and properties. Journal of the European Ceramic Society, 30(1), 53–60. doi:10.1016/j.jeurceramsoc.2009.08.018;camphene;zirconia;cera;oxide;;;;;25;;cellular;no;no;0,4;10;;;81,5;0,185;16,2;;12;;6;2;cylinder;0,339292006587698;0,05;;;0;3000;800;0,02025;;220;8,357745;0,0736363636363636
Han2010a;Han, J., Hong, C., Zhang, X., Du, J., & Zhang, W. (2010). Highly porous ZrO2 ceramics fabricated by a camphene-based freeze-casting route: Microstructure and properties. Journal of the European Ceramic Society, 30(1), 53–60. doi:10.1016/j.jeurceramsoc.2009.08.018;camphene;zirconia;cera;oxide;;;;;25;;cellular;no;no;0,4;15;;;74,4;0,256;32,9;;12;;6;2;cylinder;0,339292006587698;0,05;;;0;3000;800;0,041125;;220;22,14592512;0,149545454545455
Han2010a;Han, J., Hong, C., Zhang, X., Du, J., & Zhang, W. (2010). Highly porous ZrO2 ceramics fabricated by a camphene-based freeze-casting route: Microstructure and properties. Journal of the European Ceramic Society, 30(1), 53–60. doi:10.1016/j.jeurceramsoc.2009.08.018;camphene;zirconia;cera;oxide;;;;;20;;cellular;no;no;0,4;20;;;53,4;0,466;53,4;;12;;6;2;cylinder;0,339292006587698;0,05;;;0;3000;800;0,06675;;220;133,57699872;0,242727272727273
Fukasawa2002;Fukasawa, T., Deng, Z.-Y., Ando, M., Ohji, T., & Kanzaki, S. (2002). Synthesis of Porous Silicon Nitride with Unidirectionally Aligned Channels Using Freeze-Drying Process. Journal of the American Ceramic Society, 85(9), 2151–2155. doi:10.1111/j.1151-2916.2002.tb00426.x;water;silicon nitride;cera;covalent;;;;;;;;no;;0,5;20;;;69,737;0,30263;;;;;;;;;;;;0;3200;1000;;;290;;
Fukasawa2002;Fukasawa, T., Deng, Z.-Y., Ando, M., Ohji, T., & Kanzaki, S. (2002). Synthesis of Porous Silicon Nitride with Unidirectionally Aligned Channels Using Freeze-Drying Process. Journal of the American Ceramic Society, 85(9), 2151–2155. doi:10.1111/j.1151-2916.2002.tb00426.x;water;silicon nitride;cera;covalent;;;;;;;;no;;0,5;20;;;66,314;0,33686;;;;;;;;;;;;0;3200;1000;;;290;;
Fukasawa2002;Fukasawa, T., Deng, Z.-Y., Ando, M., Ohji, T., & Kanzaki, S. (2002). Synthesis of Porous Silicon Nitride with Unidirectionally Aligned Channels Using Freeze-Drying Process. Journal of the American Ceramic Society, 85(9), 2151–2155. doi:10.1111/j.1151-2916.2002.tb00426.x;water;silicon nitride;cera;covalent;;;;;;;;no;;0,5;25;;;62,080;0,379;;;;;;;;;;;;0;3200;1000;;;290;;
Fukasawa2002;Fukasawa, T., Deng, Z.-Y., Ando, M., Ohji, T., & Kanzaki, S. (2002). Synthesis of Porous Silicon Nitride with Unidirectionally Aligned Channels Using Freeze-Drying Process. Journal of the American Ceramic Society, 85(9), 2151–2155. doi:10.1111/j.1151-2916.2002.tb00426.x;water;silicon nitride;cera;covalent;;;;;;;;no;;0,5;25;;;59,515;0,40485;;;;;;;;;;;;0;3200;1000;;;290;;
Fukasawa2002;Fukasawa, T., Deng, Z.-Y., Ando, M., Ohji, T., & Kanzaki, S. (2002). Synthesis of Porous Silicon Nitride with Unidirectionally Aligned Channels Using Freeze-Drying Process. Journal of the American Ceramic Society, 85(9), 2151–2155. doi:10.1111/j.1151-2916.2002.tb00426.x;water;silicon nitride;cera;covalent;;;;;;;;no;;0,5;30;;;53,500;0,465;;;;;;;;;;;;0;3200;1000;;;290;;
Fukasawa2002;Fukasawa, T., Deng, Z.-Y., Ando, M., Ohji, T., & Kanzaki, S. (2002). Synthesis of Porous Silicon Nitride with Unidirectionally Aligned Channels Using Freeze-Drying Process. Journal of the American Ceramic Society, 85(9), 2151–2155. doi:10.1111/j.1151-2916.2002.tb00426.x;water;silicon nitride;cera;covalent;;;;;;;;no;;0,5;30;;;51,311;0,48689;;;;;;;;;;;;0;3200;1000;;;290;;
Fukushima2008;Fukushima, M., Nakata, M., & Yoshizawa, Y. (2008). Fabrication and properties of ultra highly porous cordierite with oriented micrometer-sized cylindrical pores by gelation and freezing method. Journal of the Ceramic Society of Japan, 116(1360), 1322–1325. doi:10.2109/jcersj2.116.1322;water;cordierite;cera;oxide;;;;;;;;no;;1,7;5;;;87,615;0,12385;;;;;;;;;;;;0;600;120;;;;;
Fukushima2008;Fukushima, M., Nakata, M., & Yoshizawa, Y. (2008). Fabrication and properties of ultra highly porous cordierite with oriented micrometer-sized cylindrical pores by gelation and freezing method. Journal of the Ceramic Society of Japan, 116(1360), 1322–1325. doi:10.2109/jcersj2.116.1322;water;cordierite;cera;oxide;;;;;;;;no;;1,7;5;;;84,246;0,15754;;;;;;;;;;;;0;600;120;;;;;
Fukushima2008;Fukushima, M., Nakata, M., & Yoshizawa, Y. (2008). Fabrication and properties of ultra highly porous cordierite with oriented micrometer-sized cylindrical pores by gelation and freezing method. Journal of the Ceramic Society of Japan, 116(1360), 1322–1325. doi:10.2109/jcersj2.116.1322;water;cordierite;cera;oxide;;;;;;;;no;;1,7;5;;;76,767;0,23233;;;;;;;;;;;;0;600;120;;;;;
Fukushima2008;Fukushima, M., Nakata, M., & Yoshizawa, Y. (2008). Fabrication and properties of ultra highly porous cordierite with oriented micrometer-sized cylindrical pores by gelation and freezing method. Journal of the Ceramic Society of Japan, 116(1360), 1322–1325. doi:10.2109/jcersj2.116.1322;water;cordierite;cera;oxide;;;;;;;;no;;1,7;10;;;92,920;0,071;;;;;;;;;;;;0;600;120;;;;;
Fukushima2008;Fukushima, M., Nakata, M., & Yoshizawa, Y. (2008). Fabrication and properties of ultra highly porous cordierite with oriented micrometer-sized cylindrical pores by gelation and freezing method. Journal of the Ceramic Society of Japan, 116(1360), 1322–1325. doi:10.2109/jcersj2.116.1322;water;cordierite;cera;oxide;;;;;;;;no;;1,7;10;;;91,365;0,0863500000000001;;;;;;;;;;;;0;600;120;;;;;
